,package_id,created_at,source_system,data_source,status,operation_type,version_tag,note,log,extract_status,extract_start,extract_end,extract_rows,extract_hash,transform_status,transform_start,transform_end,transform_rows,transform_hash,load_status,load_start,load_end,load_rows,load_hash,extract_minutes,transform_minutes,load_minutes
91,17,2025-12-11 23:06:31.539347,Ensembl,ensembl,running,running,,,,pending,,,,,completed,2025-12-11 23:06:31.549326,2025-12-11 23:07:20.254241,,9817507d585fc3dfe80b83d0c482d46248370b94a55e8ffa8c84e2cfcd081ddd,pending,,,,,,0.8117485833333333,
92,16,2025-12-11 23:06:28.444960,Ensembl,ensembl,running,running,,,,completed,2025-12-11 23:06:28.474761,2025-12-11 23:06:31.530140,,9817507d585fc3dfe80b83d0c482d46248370b94a55e8ffa8c84e2cfcd081ddd-t,pending,,,,,pending,,,,,0.05092298333333333,,
93,15,2025-12-11 22:37:01.084582,UniProt,uniprot,completed,running,,,,pending,,,,,pending,,,,,completed,2025-12-11 22:37:01.132198,2025-12-11 23:51:40.991227,,ca75f6b9d904e2b2165498a506e4a4db618b225d96b9088a3528aa2c5f845c4d,,,74.66431715
94,14,2025-12-11 22:32:47.475608,UniProt,uniprot,running,running,,,,pending,,,,,completed,2025-12-11 22:32:47.534355,2025-12-11 22:37:01.055285,,ca75f6b9d904e2b2165498a506e4a4db618b225d96b9088a3528aa2c5f845c4d,pending,,,,,,4.225348833333333,
95,13,2025-12-11 22:23:38.474437,UniProt,uniprot,running,running,,,,completed,2025-12-11 22:23:38.517224,2025-12-11 22:32:47.382133,,ca75f6b9d904e2b2165498a506e4a4db618b225d96b9088a3528aa2c5f845c4d,pending,,,,,pending,,,,,9.147748483333334,,
96,12,2025-12-11 22:21:34.717320,EBI,pfam,completed,running,,,,pending,,,,,pending,,,,,completed,2025-12-11 22:21:34.754549,2025-12-11 22:23:38.439463,,deec356f13324a68189b56998658c023b92b1abb19a2970a77fd4f928b25048a,,,2.0614152333333333
97,11,2025-12-11 22:21:33.202388,EBI,pfam,running,running,,,,pending,,,,,completed,2025-12-11 22:21:33.237761,2025-12-11 22:21:34.648981,,deec356f13324a68189b56998658c023b92b1abb19a2970a77fd4f928b25048a,pending,,,,,,0.02352033333333333,
98,10,2025-12-11 22:21:30.850002,EBI,pfam,running,running,,,,completed,2025-12-11 22:21:31.456947,2025-12-11 22:21:33.087696,,deec356f13324a68189b56998658c023b92b1abb19a2970a77fd4f928b25048a,pending,,,,,pending,,,,,0.02717915,,
99,9,2025-12-11 21:58:21.237520,NCBI,gene_ncbi,completed,running,,,,pending,,,,,pending,,,,,completed,2025-12-11 21:58:21.269572,2025-12-11 23:06:28.423349,,fb309759211a567afb652e044824211ebd7eb1e9c04e75c678307bb4dd19cd37,,,68.11922961666667
100,8,2025-12-11 21:52:01.775560,NCBI,gene_ncbi,running,running,,,,pending,,,,,completed,2025-12-11 21:52:01.814218,2025-12-11 21:58:21.200316,,fb309759211a567afb652e044824211ebd7eb1e9c04e75c678307bb4dd19cd37,pending,,,,,,6.323101633333334,
101,7,2025-12-11 21:46:05.060973,NCBI,gene_ncbi,running,running,,,,completed,2025-12-11 21:46:05.193750,2025-12-11 21:52:01.717254,,fb309759211a567afb652e044824211ebd7eb1e9c04e75c678307bb4dd19cd37,pending,,,,,pending,,,,,5.9420584,,
102,6,2025-12-11 20:21:31.059427,HGNC,hgnc,completed,running,,,,pending,,,,,pending,,,,,completed,2025-12-11 20:21:31.148005,2025-12-11 21:46:05.008231,,648c19097e72e1e2bb0288d190ebf2e4913116d49e5d18dcafe822dcd6cece16,,,84.5643371
103,5,2025-12-11 20:21:25.133541,HGNC,hgnc,running,running,,,,pending,,,,,completed,2025-12-11 20:21:25.170410,2025-12-11 20:21:30.962815,,648c19097e72e1e2bb0288d190ebf2e4913116d49e5d18dcafe822dcd6cece16,pending,,,,,,0.09654008333333333,
104,4,2025-12-11 20:21:19.774965,HGNC,hgnc,running,running,,,,completed,2025-12-11 20:21:20.445567,2025-12-11 20:21:25.089539,,648c19097e72e1e2bb0288d190ebf2e4913116d49e5d18dcafe822dcd6cece16,pending,,,,,pending,,,,,0.07739953333333333,,
105,3,2025-12-11 19:51:37.257568,NCBI,dbsnp_chry,completed,running,,,,pending,,,,,pending,,,,,completed,2025-12-11 19:51:37.326492,2025-12-11 21:10:40.875892,,2543d126a85a659797406f835d7589b1,,,79.05915666666667
106,2,2025-12-11 18:53:11.913843,NCBI,dbsnp_chry,running,running,,,,pending,,,,,completed,2025-12-11 18:53:11.941040,2025-12-11 19:51:37.109175,,2543d126a85a659797406f835d7589b1,pending,,,,,,58.419468916666666,
107,1,2025-12-11 18:51:18.425782,NCBI,dbsnp_chry,running,running,,,,completed,2025-12-11 18:51:19.156294,2025-12-11 18:53:11.877289,,2543d126a85a659797406f835d7589b1,pending,,,,,pending,,,,,1.8786832500000001,,
